tournament,date,series,court,surface,round,best_of,player_1,player_2,winner,rank_1,rank_2,source,set_scores,set1_player1,set1_player2,set2_player1,set2_player2,set3_player1,set3_player2,set4_player1,set4_player2,set5_player1,set5_player2
TOP SEED OPEN,2020-08-12,,OUTDOOR,HARD,2ND ROUND,3,BOUZKOVA M.,BLINKOVA A.,BOUZKOVA M.,48,61,WTA,"['6-4', '6-2']",6,4,6,2,-1,-1,-1,-1,-1,-1
TOP SEED OPEN,2020-08-12,,OUTDOOR,HARD,2ND ROUND,3,SABALENKA A.,GAUFF C.,GAUFF C.,11,53,WTA,"['6-7', '6-4', '4-6']",6,7,6,4,4,6,-1,-1,-1,-1
TOP SEED OPEN,2020-08-13,,OUTDOOR,HARD,2ND ROUND,3,BRADY J.,LINETTE M.,BRADY J.,49,36,WTA,"['6-2', '6-3']",6,2,6,3,-1,-1,-1,-1,-1,-1
TOP SEED OPEN,2020-08-13,,OUTDOOR,HARD,2ND ROUND,3,PUTINTSEVA Y.,TEICHMANN J.,TEICHMANN J.,33,63,WTA,"['2-6', '2-6']",2,6,2,6,-1,-1,-1,-1,-1,-1
TOP SEED OPEN,2020-08-13,,OUTDOOR,HARD,2ND ROUND,3,WILLIAMS S.,WILLIAMS V.,WILLIAMS S.,9,67,WTA,"['3-6', '6-3', '6-4']",3,6,6,3,6,4,-1,-1,-1,-1
TOP SEED OPEN,2020-08-13,,OUTDOOR,HARD,2ND ROUND,3,PEGULA J.,BELLIS C.,BELLIS C.,81,302,WTA,"['3-6', '2-6']",3,6,2,6,-1,-1,-1,-1,-1,-1
TOP SEED OPEN,2020-08-14,,OUTDOOR,HARD,2ND ROUND,3,ROGERS S.,FERNANDEZ L.,ROGERS S.,116,120,WTA,"['6-2', '7-5']",6,2,7,5,-1,-1,-1,-1,-1,-1
TOP SEED OPEN,2020-08-14,,OUTDOOR,HARD,QUARTERFINALS,3,BELLIS C.,TEICHMANN J.,TEICHMANN J.,302,63,WTA,"['2-6', '4-6']",2,6,4,6,-1,-1,-1,-1,-1,-1
TOP SEED OPEN,2020-08-14,,OUTDOOR,HARD,QUARTERFINALS,3,ROGERS S.,WILLIAMS S.,ROGERS S.,116,9,WTA,"['1-6', '6-4', '7-6']",1,6,6,4,7,6,-1,-1,-1,-1
TOP SEED OPEN,2020-08-14,,OUTDOOR,HARD,QUARTERFINALS,3,BOUZKOVA M.,BRADY J.,BRADY J.,48,49,WTA,"['1-6', '2-6']",1,6,2,6,-1,-1,-1,-1,-1,-1
TOP SEED OPEN,2020-08-15,,OUTDOOR,HARD,QUARTERFINALS,3,GAUFF C.,JABEUR O.,GAUFF C.,53,39,WTA,"['4-6', '6-4', '6-1']",4,6,6,4,6,1,-1,-1,-1,-1
TOP SEED OPEN,2020-08-15,,OUTDOOR,HARD,SEMIFINALS,3,ROGERS S.,TEICHMANN J.,TEICHMANN J.,116,63,WTA,"['3-6', '2-6']",3,6,2,6,-1,-1,-1,-1,-1,-1
TOP SEED OPEN,2020-08-15,,OUTDOOR,HARD,SEMIFINALS,3,BRADY J.,GAUFF C.,BRADY J.,49,53,WTA,"['6-2', '6-4']",6,2,6,4,-1,-1,-1,-1,-1,-1
TOP SEED OPEN,2020-08-16,,OUTDOOR,HARD,THE FINAL,3,TEICHMANN J.,BRADY J.,BRADY J.,63,49,WTA,"['3-6', '4-6']",3,6,4,6,-1,-1,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-10,,OUTDOOR,CLAY,1ST ROUND,3,BOUCHARD E.,KUDERMETOVA V.,BOUCHARD E.,330,40,WTA,"['6-0', '6-3']",6,0,6,3,-1,-1,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-11,,OUTDOOR,CLAY,1ST ROUND,3,GRACHEVA V.,MARTIC P.,MARTIC P.,101,14,WTA,"['6-7', '3-6']",6,7,3,6,-1,-1,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-11,,OUTDOOR,CLAY,1ST ROUND,3,MERTENS E.,PAOLINI J.,MERTENS E.,23,95,WTA,"['7-5', '4-6', '6-3']",7,5,4,6,6,3,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-11,,OUTDOOR,CLAY,1ST ROUND,3,SEVASTOVA A.,BEGU I.,BEGU I.,43,82,WTA,"['2-6', '2-6']",2,6,2,6,-1,-1,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-11,,OUTDOOR,CLAY,1ST ROUND,3,RUS A.,PAVLYUCHENKOVA A.,RUS A.,70,30,WTA,"['7-5', '6-2']",7,5,6,2,-1,-1,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-11,,OUTDOOR,CLAY,1ST ROUND,3,FRUHVIRTOVA L.,PLISKOVA KR.,PLISKOVA KR.,820,69,WTA,"['2-6', '5-7']",2,6,5,7,-1,-1,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-11,,OUTDOOR,CLAY,1ST ROUND,3,KREJCIKOVA B.,TIG P.M.,KREJCIKOVA B.,118,86,WTA,"['6-4', '6-3']",6,4,6,3,-1,-1,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-11,,OUTDOOR,CLAY,1ST ROUND,3,ALEXANDROVA E.,TSURENKO L.,TSURENKO L.,27,139,WTA,"['2-6', '4-6']",2,6,4,6,-1,-1,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-11,,OUTDOOR,CLAY,1ST ROUND,3,HALEP S.,HERCOG P.,HALEP S.,2,46,WTA,"['6-1', '1-6', '7-6']",6,1,1,6,7,6,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-11,,OUTDOOR,CLAY,1ST ROUND,3,KOSTYUK M.,GIORGI C.,GIORGI C.,140,71,WTA,"['6-4', '2-6', '6-7']",6,4,2,6,6,7,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-11,,OUTDOOR,CLAY,1ST ROUND,3,FRECH M.,RUSE E.G.,FRECH M.,174,173,WTA,"['7-6', '6-3']",7,6,6,3,-1,-1,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-11,,OUTDOOR,CLAY,1ST ROUND,3,STRYCOVA B.,SORRIBES TORMO S.,SORRIBES TORMO S.,31,84,WTA,"['6-7', '1-6']",6,7,1,6,-1,-1,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-11,,OUTDOOR,CLAY,1ST ROUND,3,BOGDAN A.,SANDERS S.,BOGDAN A.,92,275,WTA,"['6-1', '6-1']",6,1,6,1,-1,-1,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-11,,OUTDOOR,CLAY,1ST ROUND,3,BOLSOVA A.,KUNG L.,KUNG L.,102,157,WTA,"['4-6', '3-6']",4,6,3,6,-1,-1,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-12,,OUTDOOR,CLAY,1ST ROUND,3,SIEGEMUND L.,SHERIF M.,SIEGEMUND L.,65,172,WTA,"['4-6', '6-0', '6-1']",4,6,6,0,6,1,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-12,,OUTDOOR,CLAY,1ST ROUND,3,SINIAKOVA K.,ZIDANSEK T.,ZIDANSEK T.,54,72,WTA,"['3-6', '6-3', '0-6']",3,6,6,3,0,6,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-12,,OUTDOOR,CLAY,2ND ROUND,3,PLISKOVA KR.,MARTIC P.,PLISKOVA KR.,69,14,WTA,"['6-1', '7-5']",6,1,7,5,-1,-1,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-12,,OUTDOOR,CLAY,2ND ROUND,3,GIORGI C.,MERTENS E.,MERTENS E.,71,23,WTA,"['4-6', '2-6']",4,6,2,6,-1,-1,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-13,,OUTDOOR,CLAY,2ND ROUND,3,BOUCHARD E.,ZIDANSEK T.,BOUCHARD E.,330,72,WTA,"['7-6', '6-7', '6-2']",7,6,6,7,6,2,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-13,,OUTDOOR,CLAY,2ND ROUND,3,SIEGEMUND L.,SORRIBES TORMO S.,SORRIBES TORMO S.,65,84,WTA,"['2-6', '3-6']",2,6,3,6,-1,-1,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-13,,OUTDOOR,CLAY,2ND ROUND,3,FRECH M.,RUS A.,FRECH M.,174,70,WTA,"['6-3', '2-6', '6-4']",6,3,2,6,6,4,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-13,,OUTDOOR,CLAY,2ND ROUND,3,KREJCIKOVA B.,HALEP S.,HALEP S.,118,2,WTA,"['6-3', '5-7', '2-6']",6,3,5,7,2,6,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-14,,OUTDOOR,CLAY,2ND ROUND,3,BEGU I.,KUNG L.,BEGU I.,82,157,WTA,"['6-7', '7-5', '7-6']",6,7,7,5,7,6,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-14,,OUTDOOR,CLAY,QUARTERFINALS,3,BOUCHARD E.,MERTENS E.,MERTENS E.,330,23,WTA,"['4-6', '6-1', '4-6']",4,6,6,1,4,6,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-14,,OUTDOOR,CLAY,QUARTERFINALS,3,HALEP S.,FRECH M.,HALEP S.,2,174,WTA,"['6-2', '6-0']",6,2,6,0,-1,-1,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-15,,OUTDOOR,CLAY,QUARTERFINALS,3,SORRIBES TORMO S.,BEGU I.,BEGU I.,84,82,WTA,"['2-6', '6-4', '2-6']",2,6,6,4,2,6,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-15,,OUTDOOR,CLAY,SEMIFINALS,3,MERTENS E.,PLISKOVA KR.,MERTENS E.,23,69,WTA,"['7-5', '7-6']",7,5,7,6,-1,-1,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-15,,OUTDOOR,CLAY,SEMIFINALS,3,BEGU I.,HALEP S.,HALEP S.,82,2,WTA,"['6-7', '3-6']",6,7,3,6,-1,-1,-1,-1,-1,-1
J&T BANKA PRAGUE OPEN,2020-08-16,,OUTDOOR,CLAY,THE FINAL,3,HALEP S.,MERTENS E.,HALEP S.,2,23,WTA,"['6-2', '7-5']",6,2,7,5,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-22,,OUTDOOR,HARD,1ST ROUND,3,RYBAKINA E.,ALEXANDROVA E.,ALEXANDROVA E.,17,27,WTA,"['5-7', '6-7']",5,7,6,7,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-22,,OUTDOOR,HARD,1ST ROUND,3,MLADENOVIC K.,SEVASTOVA A.,MLADENOVIC K.,43,44,WTA,"['6-3', '6-4']",6,3,6,4,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-22,,OUTDOOR,HARD,1ST ROUND,3,WATSON H.,PERA B.,PERA B.,52,61,WTA,"['1-6', '6-3', '3-6']",1,6,6,3,3,6,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-22,,OUTDOOR,HARD,1ST ROUND,3,KUDERMETOVA V.,TOMLJANOVIC A.,KUDERMETOVA V.,41,57,WTA,"['5-7', '6-3', '7-5']",5,7,6,3,7,5,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-22,,OUTDOOR,HARD,1ST ROUND,3,GAUFF C.,SAKKARI M.,SAKKARI M.,50,21,WTA,"['1-6', '3-6']",1,6,3,6,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-22,,OUTDOOR,HARD,1ST ROUND,3,CORNET A.,MCNALLY C.,CORNET A.,60,124,WTA,"['6-0', '6-4']",6,0,6,4,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-22,,OUTDOOR,HARD,1ST ROUND,3,VEKIC D.,AZARENKA V.,AZARENKA V.,24,59,WTA,"['2-6', '3-6']",2,6,3,6,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-23,,OUTDOOR,HARD,1ST ROUND,3,YASTREMSKA D.,WILLIAMS V.,YASTREMSKA D.,25,65,WTA,"['5-7', '6-2', '7-5']",5,7,6,2,7,5,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-23,,OUTDOOR,HARD,1ST ROUND,3,LI A.,MUCHOVA K.,MUCHOVA K.,133,26,WTA,"['4-6', '4-6']",4,6,4,6,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-23,,OUTDOOR,HARD,1ST ROUND,3,ANISIMOVA A.,RISKE A.,ANISIMOVA A.,28,19,WTA,"['6-3', '6-3']",6,3,6,3,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-23,,OUTDOOR,HARD,1ST ROUND,3,DODIN O.,BELLIS C.,BELLIS C.,118,249,WTA,"['2-6', '6-3', '6-7']",2,6,6,3,6,7,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-23,,OUTDOOR,HARD,1ST ROUND,3,MERTENS E.,PETERSON R.,MERTENS E.,22,46,WTA,"['6-0', '6-2']",6,0,6,2,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-23,,OUTDOOR,HARD,1ST ROUND,3,VAN UYTVANCK A.,RUS A.,RUS A.,58,72,WTA,"['2-6', '3-6']",2,6,3,6,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-23,,OUTDOOR,HARD,1ST ROUND,3,KONTAVEIT A.,KASATKINA D.,KONTAVEIT A.,20,68,WTA,"['6-3', '6-1']",6,3,6,1,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-23,,OUTDOOR,HARD,1ST ROUND,3,LINETTE M.,ZVONAREVA V.,ZVONAREVA V.,35,270,WTA,"['6-1', '3-6', '1-6']",6,1,3,6,1,6,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-23,,OUTDOOR,HARD,1ST ROUND,3,SIEGEMUND L.,VONDROUSOVA M.,SIEGEMUND L.,67,18,WTA,"['6-3', '6-7', '6-4']",6,3,6,7,6,4,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-23,,OUTDOOR,HARD,1ST ROUND,3,SINIAKOVA K.,FLIPKENS K.,FLIPKENS K.,55,79,WTA,"['3-6', '3-6']",3,6,3,6,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-23,,OUTDOOR,HARD,1ST ROUND,3,PEGULA J.,BRADY J.,PEGULA J.,83,40,WTA,"['7-6', '6-4']",7,6,6,4,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-23,,OUTDOOR,HARD,1ST ROUND,3,SWIATEK I.,MCHALE C.,MCHALE C.,51,90,WTA,"['2-6', '4-6']",2,6,4,6,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-23,,OUTDOOR,HARD,1ST ROUND,3,JABEUR O.,FERNANDEZ L.A.,JABEUR O.,39,111,WTA,"['0-6', '6-4', '6-3']",0,6,6,4,6,3,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-23,,OUTDOOR,HARD,1ST ROUND,3,ZHANG S.,PUTINTSEVA Y.,PUTINTSEVA Y.,36,33,WTA,"['4-6', '3-6']",4,6,3,6,-1,-1,-1,-1,-1,-1
ISTANBUL CUP,2020-09-08,,OUTDOOR,CLAY,1ST ROUND,3,HERCOG P.,CENGIZ B.,HERCOG P.,49,1143,WTA,"['6-2', '6-3']",6,2,6,3,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-23,,OUTDOOR,HARD,1ST ROUND,3,BOUZKOVA M.,KALINSKAYA A.,BOUZKOVA M.,48,117,WTA,"['6-1', '7-5']",6,1,7,5,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-23,,OUTDOOR,HARD,1ST ROUND,3,STEPHENS S.,GARCIA C.,GARCIA C.,37,49,WTA,"['3-6', '6-7']",3,6,6,7,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-24,,OUTDOOR,HARD,1ST ROUND,3,TEICHMANN J.,COLLINS D.,TEICHMANN J.,54,53,WTA,"['6-3', '6-3']",6,3,6,3,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-24,,OUTDOOR,HARD,2ND ROUND,3,PLISKOVA KA.,KUDERMETOVA V.,KUDERMETOVA V.,3,41,WTA,"['5-7', '4-6']",5,7,4,6,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-24,,OUTDOOR,HARD,2ND ROUND,3,CORNET A.,KENIN S.,CORNET A.,60,4,WTA,"['6-1', '7-6']",6,1,7,6,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-24,,OUTDOOR,HARD,2ND ROUND,3,ANISIMOVA A.,PEGULA J.,PEGULA J.,28,83,WTA,"['5-7', '2-6']",5,7,2,6,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-24,,OUTDOOR,HARD,2ND ROUND,3,BOUZKOVA M.,KVITOVA P.,BOUZKOVA M.,48,12,WTA,"['2-6', '7-5', '6-2']",2,6,7,5,6,2,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-24,,OUTDOOR,HARD,2ND ROUND,3,FLIPKENS K.,KONTA J.,KONTA J.,79,15,WTA,"['2-6', '0-6']",2,6,0,6,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-24,,OUTDOOR,HARD,2ND ROUND,3,MCHALE C.,ALEXANDROVA E.,MCHALE C.,90,27,WTA,"['6-1', '7-6']",6,1,7,6,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-24,,OUTDOOR,HARD,2ND ROUND,3,MLADENOVIC K.,MERTENS E.,MERTENS E.,43,22,WTA,"['1-6', '7-6', '3-6']",1,6,7,6,3,6,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-24,,OUTDOOR,HARD,2ND ROUND,3,ZVONAREVA V.,SIEGEMUND L.,ZVONAREVA V.,270,67,WTA,"['6-1', '6-1']",6,1,6,1,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-24,,OUTDOOR,HARD,2ND ROUND,3,RUS A.,WILLIAMS S.,WILLIAMS S.,72,9,WTA,"['6-7', '6-3', '6-7']",6,7,6,3,6,7,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-24,,OUTDOOR,HARD,2ND ROUND,3,SAKKARI M.,PUTINTSEVA Y.,SAKKARI M.,21,33,WTA,"['6-4', '7-6']",6,4,7,6,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-24,,OUTDOOR,HARD,2ND ROUND,3,TEICHMANN J.,KONTAVEIT A.,KONTAVEIT A.,54,20,WTA,"['3-6', '4-6']",3,6,4,6,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-24,,OUTDOOR,HARD,2ND ROUND,3,OSAKA N.,MUCHOVA K.,OSAKA N.,10,26,WTA,"['6-7', '6-4', '6-2']",6,7,6,4,6,2,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-24,,OUTDOOR,HARD,2ND ROUND,3,PERA B.,YASTREMSKA D.,YASTREMSKA D.,61,25,WTA,"['6-7', '6-4', '3-6']",6,7,6,4,3,6,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-25,,OUTDOOR,HARD,2ND ROUND,3,AZARENKA V.,GARCIA C.,AZARENKA V.,59,49,WTA,"['6-2', '7-6']",6,2,7,6,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-25,,OUTDOOR,HARD,2ND ROUND,3,BELLIS C.,SABALENKA A.,SABALENKA A.,249,11,WTA,"['7-6', '4-6', '5-7']",7,6,4,6,5,7,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-25,,OUTDOOR,HARD,2ND ROUND,3,JABEUR O.,KEYS M.,JABEUR O.,39,13,WTA,"['6-4', '6-1']",6,4,6,1,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-25,,OUTDOOR,HARD,3RD ROUND,3,BOUZKOVA M.,KONTAVEIT A.,KONTAVEIT A.,48,20,WTA,"['3-6', '3-6']",3,6,3,6,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-25,,OUTDOOR,HARD,3RD ROUND,3,MERTENS E.,KUDERMETOVA V.,MERTENS E.,22,41,WTA,"['6-2', '6-3']",6,2,6,3,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-25,,OUTDOOR,HARD,3RD ROUND,3,ZVONAREVA V.,KONTA J.,KONTA J.,270,15,WTA,"['4-6', '2-6']",4,6,2,6,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-25,,OUTDOOR,HARD,3RD ROUND,3,PEGULA J.,SABALENKA A.,PEGULA J.,83,11,WTA,"['6-2', '2-6', '6-3']",6,2,2,6,6,3,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-25,,OUTDOOR,HARD,3RD ROUND,3,CORNET A.,AZARENKA V.,AZARENKA V.,60,59,WTA,"['4-6', '5-7']",4,6,5,7,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-25,,OUTDOOR,HARD,3RD ROUND,3,OSAKA N.,YASTREMSKA D.,OSAKA N.,10,25,WTA,"['6-3', '6-1']",6,3,6,1,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-25,,OUTDOOR,HARD,3RD ROUND,3,MCHALE C.,JABEUR O.,JABEUR O.,90,39,WTA,"['3-6', '0-6']",3,6,0,6,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-26,,OUTDOOR,HARD,3RD ROUND,3,SAKKARI M.,WILLIAMS S.,SAKKARI M.,21,9,WTA,"['5-7', '7-6', '6-1']",5,7,7,6,6,1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-26,,OUTDOOR,HARD,QUARTERFINALS,3,PEGULA J.,MERTENS E.,MERTENS E.,83,22,WTA,"['1-6', '3-6']",1,6,3,6,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-26,,OUTDOOR,HARD,QUARTERFINALS,3,OSAKA N.,KONTAVEIT A.,OSAKA N.,10,20,WTA,"['4-6', '6-2', '7-5']",4,6,6,2,7,5,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-26,,OUTDOOR,HARD,QUARTERFINALS,3,JABEUR O.,AZARENKA V.,AZARENKA V.,39,59,WTA,"['6-7', '2-6']",6,7,2,6,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-27,,OUTDOOR,HARD,QUARTERFINALS,3,KONTA J.,SAKKARI M.,KONTA J.,15,21,WTA,"['6-4', '6-3']",6,4,6,3,-1,-1,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-28,,OUTDOOR,HARD,SEMIFINALS,3,KONTA J.,AZARENKA V.,AZARENKA V.,15,59,WTA,"['6-4', '4-6', '1-6']",6,4,4,6,1,6,-1,-1,-1,-1
WESTERN & SOUTHERN FINANCIAL GROUP WOMEN'S OPEN,2020-08-28,,OUTDOOR,HARD,SEMIFINALS,3,OSAKA N.,MERTENS E.,OSAKA N.,10,22,WTA,"['6-2', '7-6']",6,2,7,6,-1,-1,-1,-1,-1,-1
ISTANBUL CUP,2020-09-08,,OUTDOOR,CLAY,1ST ROUND,3,JUVAN K.,SCHMIEDLOVA A.,SCHMIEDLOVA A.,113,182,WTA,"['5-7', '6-1', '4-6']",5,7,6,1,4,6,-1,-1,-1,-1
ISTANBUL CUP,2020-09-08,,OUTDOOR,CLAY,1ST ROUND,3,BADOSA P.,ZAVATSKA K.,BADOSA P.,94,108,WTA,"['6-1', '6-2']",6,1,6,2,-1,-1,-1,-1,-1,-1
ISTANBUL CUP,2020-09-08,,OUTDOOR,CLAY,1ST ROUND,3,VOEGELE S.,PAOLINI J.,PAOLINI J.,114,97,WTA,"['1-6', '6-4', '3-6']",1,6,6,4,3,6,-1,-1,-1,-1
ISTANBUL CUP,2020-09-08,,OUTDOOR,CLAY,1ST ROUND,3,DIYAS Z.,SASNOVICH A.,SASNOVICH A.,69,106,WTA,"['6-3', '5-7', '1-6']",6,3,5,7,1,6,-1,-1,-1,-1
ISTANBUL CUP,2020-09-09,,OUTDOOR,CLAY,1ST ROUND,3,VAN UYTVANCK A.,KUZMOVA V.,VAN UYTVANCK A.,60,85,WTA,"['6-3', '6-4']",6,3,6,4,-1,-1,-1,-1,-1,-1
ISTANBUL CUP,2020-09-09,,OUTDOOR,CLAY,1ST ROUND,3,PEREZ E.,DOI M.,DOI M.,248,81,WTA,"['7-6', '5-7', '1-6']",7,6,5,7,1,6,-1,-1,-1,-1
ISTANBUL CUP,2020-09-09,,OUTDOOR,CLAY,1ST ROUND,3,BOUCHARD E.,TOMOVA V.,BOUCHARD E.,272,133,WTA,"['6-2', '6-4']",6,2,6,4,-1,-1,-1,-1,-1,-1
ISTANBUL CUP,2020-09-09,,OUTDOOR,CLAY,1ST ROUND,3,BONDARENKO K.,KOVINIC D.,KOVINIC D.,349,92,WTA,"['5-7', '2-6']",5,7,2,6,-1,-1,-1,-1,-1,-1
